instauracao;sr;uf;competencia;Indiciamentos;Indiciados;relatorio;duracao
01/09/2017;DPF/CIT/ES;ES;DELEMAPH;1;1;08/02/2018;160
28/09/2017;DPF/RPO/SP;SP;DELEMAPH;1;1;08/02/2018;133
06/02/2014;SR/PF/MG;MG;DELEMAPH;3;3;09/02/2018;1464
19/06/2015;SR/PF/RN;RN;DELEMAPH;1;1;09/02/2018;966
14/12/2015;DPF/JFA/MG;MG;DELEMAPH;2;2;09/02/2018;788
29/06/2016;DPF/DVS/MG;MG;DELEMAPH;1;1;09/02/2018;590
05/09/2016;DPF/GVS/MG;MG;DELEMAPH;3;3;09/02/2018;522
17/05/2017;DPF/DVS/MG;MG;DELEMAPH;1;1;09/02/2018;268
07/02/2018;DPF/CRA/MS;MS;DELEMAPH;2;2;09/02/2018;2
12/01/2015;DPF/DVS/MG;MG;DELEMAPH;3;4;14/02/2018;1129
03/02/2017;DPF/SJK/SP;SP;DELEMAPH;1;1;15/02/2018;377
28/09/2017;DPF/RPO/SP;SP;DELEMAPH;1;1;15/02/2018;140
29/09/2017;DPF/RGE/RS;RS;DELEMAPH;1;1;15/02/2018;139
12/02/2016;SR/DPF/RR;RR;DELEMAPH;2;2;16/02/2018;735
20/07/2016;DPF/IJI/SC;SC;DELEMAPH;1;1;16/02/2018;576
20/10/2016;SR/PF/PI;PI;DELEMAPH;1;1;16/02/2018;484
27/09/2017;SR/PF/RO;RO;DELEMAPH;1;1;16/02/2018;142
16/02/2018;SR/PF/AM;AM;DELEMAPH;1;1;17/02/2018;1
07/02/2018;SR/DPF/SC;SC;DELEMAPH;2;2;18/02/2018;11
08/06/2016;DPF/PSO/BA;BA;DELEMAPH;11;11;19/02/2018;621
31/08/2016;SR/PF/PI;PI;DELEMAPH;1;1;19/02/2018;537
04/11/2016;DPF/SAG/RS;RS;DELEMAPH;1;1;19/02/2018;472
18/05/2017;DPF/CCM/SC;SC;DELEMAPH;2;2;19/02/2018;277
05/10/2017;DPF/CCM/SC;SC;DELEMAPH;1;1;19/02/2018;137
24/01/2018;DPF/IJI/SC;SC;DELEMAPH;3;3;19/02/2018;26
01/02/2018;DPF/SJE/SP;SP;DELEMAPH;2;2;19/02/2018;18
18/09/2013;SR/PF/MG;MG;DELEMAPH;1;1;20/02/2018;1616
30/06/2015;DPF/DVS/MG;MG;DELEMAPH;2;2;20/02/2018;966
15/08/2016;SR/PF/RN;RN;DELEMAPH;2;2;20/02/2018;554
28/12/2016;DPF/RPO/SP;SP;DELEMAPH;1;1;20/02/2018;419
08/02/2017;SR/PF/MT;MT;DELEMAPH;1;1;20/02/2018;377
08/08/2017;SR/DPF/ES;ES;DELEMAPH;2;2;20/02/2018;196
30/09/2017;SR/PF/RO;RO;DELEMAPH;1;1;20/02/2018;143
16/02/2018;SR/DPF/SC;SC;DELEMAPH;2;2;20/02/2018;4
20/05/2015;DPF/RDO/PA;PA;DELEMAPH;1;1;21/02/2018;1008
15/06/2016;SR/PF/PE;PE;DELEMAPH;1;1;21/02/2018;616
08/02/2017;SR/PF/MT;MT;DELEMAPH;2;2;21/02/2018;378
20/02/2017;SR/PF/AP;AP;DELEMAPH;1;1;21/02/2018;366
29/09/2017;SR/PF/RO;RO;DELEMAPH;1;1;21/02/2018;145
25/05/2015;SR/PF/RN;RN;DELEMAPH;2;2;22/02/2018;1004
17/10/2016;SR/DPF/SC;SC;DELEMAPH;2;2;22/02/2018;493
31/10/2016;DPF/MII/SP;SP;DELEMAPH;2;2;22/02/2018;479
17/03/2017;SR/PF/PE;PE;DELEMAPH;1;1;22/02/2018;342
11/09/2017;SR/PF/SE;SE;DELEMAPH;1;1;22/02/2018;164
01/04/2014;SR/PF/MG;MG;DELEMAPH;1;1;23/02/2018;1424
20/10/2016;SR/PF/PI;PI;DELEMAPH;1;1;23/02/2018;491
10/07/2012;DPF/VAG/MG;MG;DELEMAPH;2;2;26/02/2018;2057
02/05/2017;DPF/DVS/MG;MG;DELEMAPH;1;1;26/02/2018;300
14/02/2018;DPF/VLA/RO;RO;DELEMAPH;1;1;26/02/2018;12
21/02/2016;DPF/RGE/RS;RS;DELEMAPH;2;3;27/02/2018;737
22/03/2016;DPF/DVS/MG;MG;DELEMAPH;3;3;27/02/2018;707
10/01/2017;DPF/MII/SP;SP;DELEMAPH;1;1;27/02/2018;413
14/03/2017;DPF/ILS/BA;BA;DELEMAPH;2;2;27/02/2018;350
05/06/2017;DPF/MOC/MG;MG;DELEMAPH;1;1;27/02/2018;267
03/11/2017;DPF/RPO/SP;SP;DELEMAPH;1;1;27/02/2018;116
20/11/2017;SR/DPF/DF;DF;DELEMAPH;1;1;27/02/2018;99
14/02/2018;DPF/RGE/RS;RS;DELEMAPH;2;2;27/02/2018;13
31/07/2015;SR/PF/PI;PI;DELEMAPH;12;12;28/02/2018;943
19/10/2015;DPF/VLA/RO;RO;DELEMAPH;2;2;28/02/2018;863
06/09/2016;SR/PF/MT;MT;DELEMAPH;1;1;28/02/2018;540
09/09/2016;SR/PF/MG;MG;DELEMAPH;1;1;28/02/2018;537
19/12/2016;DPF/JNE/CE;CE;DELEMAPH;1;2;28/02/2018;436
11/04/2017;DPF/DVS/MG;MG;DELEMAPH;1;1;28/02/2018;323
07/08/2017;SR/PF/SP;SP;DELEMAPH;1;1;28/02/2018;205
29/08/2017;DPF/RPO/SP;SP;DELEMAPH;2;2;28/02/2018;183
25/05/2016;DPF/DVS/MG;MG;DELEMAPH;1;1;01/03/2018;645
06/06/2017;DPF/VAG/MG;MG;DELEMAPH;1;1;01/03/2018;268
23/06/2017;DPF/JVE/SC;SC;DELEMAPH;2;2;01/03/2018;251
26/07/2017;DPF/RPO/SP;SP;DELEMAPH;1;1;01/03/2018;218
12/09/2017;DPF/MOS/RN;RN;DELEMAPH;1;1;01/03/2018;170
01/02/2018;DPF/SOD/SP;SP;DELEMAPH;1;1;01/03/2018;28
16/02/2018;DPF/RDO/PA;PA;DELEMAPH;2;2;01/03/2018;13
08/09/2016;SR/PF/MT;MT;DELEMAPH;1;1;02/03/2018;540
09/09/2016;SR/PF/MT;MT;DELEMAPH;1;1;02/03/2018;539
17/01/2017;DPF/LGE/SC;SC;DELEMAPH;1;1;02/03/2018;409
09/02/2017;SR/PF/MT;MT;DELEMAPH;7;7;02/03/2018;386
10/01/2017;DPF/SGO/PE;PE;DELEMAPH;3;3;04/03/2018;418
26/08/2015;DPF/RPO/SP;SP;DELEMAPH;3;3;05/03/2018;922
04/12/2015;DPF/PNG/PR;PR;DELEMAPH;2;2;05/03/2018;822
08/03/2016;SR/PF/MT;MT;DELEMAPH;1;1;05/03/2018;727
13/06/2016;DPF/ATM/PA;PA;DELEMAPH;1;1;05/03/2018;630
21/06/2016;DPF/MII/SP;SP;DELEMAPH;1;1;05/03/2018;622
19/07/2016;SR/PF/MG;MG;DELEMAPH;1;1;05/03/2018;594
01/11/2016;SR/PF/AC;AC;DELEMAPH;1;1;05/03/2018;489
01/11/2016;SR/PF/AC;AC;DELEMAPH;1;1;05/03/2018;489
01/11/2016;SR/PF/AC;AC;DELEMAPH;1;1;05/03/2018;489
01/11/2016;SR/PF/AC;AC;DELEMAPH;1;1;05/03/2018;489
01/11/2016;SR/DPF/SC;SC;DELEMAPH;1;1;05/03/2018;489
26/01/2017;SR/PF/MG;MG;DELEMAPH;1;1;05/03/2018;403
09/09/2016;SR/PF/MT;MT;DELEMAPH;1;1;06/03/2018;543
23/03/2017;SR/PF/SE;SE;DELEMAPH;1;1;06/03/2018;348
23/03/2017;SR/PF/SE;SE;DELEMAPH;1;1;06/03/2018;348
13/07/2017;DPF/XAP/SC;SC;DELEMAPH;1;1;06/03/2018;236
06/07/2017;SR/DPF/SC;SC;DELEMAPH;1;1;07/03/2018;244
26/09/2017;DPF/PFO/RS;RS;DELEMAPH;1;1;07/03/2018;162
09/07/2014;SR/PF/MG;MG;DELEMAPH;1;1;08/03/2018;1338
15/10/2015;SR/PF/RO;RO;DELEMAPH;3;3;08/03/2018;875
01/09/2016;SR/PF/MT;MT;DELEMAPH;1;1;08/03/2018;553
04/11/2016;DPF/SAG/RS;RS;DELEMAPH;1;1;08/03/2018;489
27/01/2017;SR/PF/MG;MG;DELEMAPH;1;1;08/03/2018;405
22/08/2017;SR/PF/SE;SE;DELEMAPH;1;1;08/03/2018;198
31/08/2017;SR/PF/SE;SE;DELEMAPH;1;1;08/03/2018;189
08/01/2018;SR/PF/AM;AM;DELEMAPH;1;1;08/03/2018;59
17/02/2014;SR/PF/MG;MG;DELEMAPH;1;1;09/03/2018;1481
14/05/2014;DPF/NIG/RJ;RJ;DELEMAPH;1;1;09/03/2018;1395
25/10/2016;DPF/SAG/RS;RS;DELEMAPH;1;1;09/03/2018;500
01/02/2017;SR/DPF/RS;RS;DELEMAPH;2;2;09/03/2018;401
25/04/2017;DPF/JZO/BA;BA;DELEMAPH;2;2;09/03/2018;318
20/06/2017;SR/PF/MG;MG;DELEMAPH;3;3;09/03/2018;262
22/02/2018;DPF/JPN/RO;RO;DELEMAPH;3;2;09/03/2018;15
02/06/2010;SR/PF/AL;AL;DELEMAPH;16;17;10/03/2018;2838
26/04/2011;SR/PF/AL;AL;DELEMAPH;1;1;11/03/2018;2511
18/10/2016;SR/PF/PI;PI;DELEMAPH;2;1;12/03/2018;510
01/07/2017;SR/PF/AC;AC;DELEMAPH;5;5;12/03/2018;254
05/07/2017;SR/DPF/RR;RR;DELEMAPH;1;1;12/03/2018;250
20/07/2017;DPF/RPO/SP;SP;DELEMAPH;1;1;12/03/2018;235
27/11/2017;DPF/CZO/SP;SP;DELEMAPH;1;1;12/03/2018;105
14/04/2014;DPF/MOC/MG;MG;DELEMAPH;1;1;13/03/2018;1429
10/11/2015;DPF/JTI/GO;GO;DELEMAPH;1;1;13/03/2018;854
14/01/2016;DPF/ATM/PA;PA;DELEMAPH;1;1;13/03/2018;789
06/03/2017;SR/PF/SE;SE;DELEMAPH;1;1;13/03/2018;372
09/06/2017;SR/PF/PA;PA;DELEMAPH;2;2;13/03/2018;277
09/08/2017;SR/PF/SE;SE;DELEMAPH;2;2;13/03/2018;216
25/10/2017;SR/PF/SE;SE;DELEMAPH;1;1;13/03/2018;139
14/12/2017;SR/PF/PA;PA;DELEMAPH;1;1;13/03/2018;89
06/03/2018;DPF/UGA/RS;RS;DELEMAPH;3;3;13/03/2018;7
10/12/2015;SR/PF/MG;MG;DELEMAPH;6;5;14/03/2018;825
24/04/2017;DPF/RPO/SP;SP;DELEMAPH;1;1;14/03/2018;324
02/06/2017;DPF/SBA/RS;RS;DELEMAPH;2;2;14/03/2018;285
07/07/2017;SR/DPF/SC;SC;DELEMAPH;1;1;14/03/2018;250
03/08/2017;DPF/ILS/BA;BA;DELEMAPH;1;1;14/03/2018;223
09/08/2017;SR/PF/SE;SE;DELEMAPH;1;1;14/03/2018;217
29/12/2017;DPF/CIT/ES;ES;DELEMAPH;1;1;14/03/2018;75
16/01/2017;SR/PF/CE;CE;DELEMAPH;1;1;15/03/2018;423
23/01/2017;DPF/LIV/RS;RS;DELEMAPH;1;1;15/03/2018;416
07/08/2017;SR/PF/SP;SP;DELEMAPH;1;1;15/03/2018;220
09/08/2017;SR/PF/PA;PA;DELEMAPH;1;1;15/03/2018;218
02/02/2018;SR/PF/RO;RO;DELEMAPH;1;1;15/03/2018;41
08/03/2018;DPF/TBA/AM;AM;DELEMAPH;1;1;15/03/2018;7
16/07/2014;DPF/MOS/RN;RN;DELEMAPH;1;1;16/03/2018;1339
11/03/2015;DPF/ATM/PA;PA;DELEMAPH;1;1;16/03/2018;1101
02/02/2017;DPF/DVS/MG;MG;DELEMAPH;1;1;16/03/2018;407
26/06/2017;DPF/DVS/MG;MG;DELEMAPH;1;1;16/03/2018;263
29/01/2018;DPF/JNE/CE;CE;DELEMAPH;1;1;16/03/2018;46
23/04/2015;DPF/ATM/PA;PA;DELEMAPH;1;1;19/03/2018;1061
22/07/2015;SR/DPF/RS;RS;DELEMAPH;1;1;19/03/2018;971
26/12/2015;SR/PF/BA;BA;DELEMAPH;2;1;19/03/2018;814
10/03/2016;SR/PF/RN;RN;DELEMAPH;1;1;19/03/2018;739
19/01/2017;DPF/RPO/SP;SP;DELEMAPH;5;5;19/03/2018;424
03/04/2017;DPF/AQA/SP;SP;DELEMAPH;1;1;19/03/2018;350
12/11/2013;DPF/SJK/SP;SP;DELEMAPH;1;1;20/03/2018;1589
26/09/2016;DPF/IJI/SC;SC;DELEMAPH;1;1;20/03/2018;540
02/01/2017;DPF/SIC/MT;MT;DELEMAPH;1;1;20/03/2018;442
03/01/2017;SR/DPF/RS;RS;DELEMAPH;1;1;20/03/2018;441
14/12/2017;SR/PF/PA;PA;DELEMAPH;1;1;20/03/2018;96
06/03/2018;DPF/OPE/AP;AP;DELEMAPH;1;1;20/03/2018;14
09/03/2018;SR/DPF/SC;SC;DELEMAPH;1;1;20/03/2018;11
11/03/2018;DPF/CRA/MS;MS;DELEMAPH;3;3;20/03/2018;9
05/04/2017;DPF/VLA/RO;RO;DELEMAPH;1;1;21/03/2018;350
08/03/2018;DPF/VLA/RO;RO;DELEMAPH;1;2;21/03/2018;13
05/04/2017;DPF/JFA/MG;MG;DELEMAPH;1;1;22/03/2018;351
21/05/2017;SR/DPF/SC;SC;DELEMAPH;1;1;22/03/2018;305
15/09/2017;SR/PF/SP;SP;DELEMAPH;1;1;22/03/2018;188
24/10/2017;DPF/CIT/ES;ES;DELEMAPH;2;2;22/03/2018;149
19/03/2018;DPF/TBA/AM;AM;DELEMAPH;3;3;22/03/2018;3
08/04/2015;DPF/ATM/PA;PA;DELEMAPH;1;1;23/03/2018;1080
22/12/2016;SR/DPF/RS;RS;DELEMAPH;3;3;23/03/2018;456
25/08/2017;SR/PF/AC;AC;DELEMAPH;3;3;23/03/2018;210
27/12/2017;DPF/RPO/SP;SP;DELEMAPH;1;1;23/03/2018;86
18/08/2014;DPF/CGE/PB;PB;DELEMAPH;2;2;26/03/2018;1316
10/10/2014;SR/PF/MG;MG;DELEMAPH;2;2;26/03/2018;1263
26/07/2017;DPF/PAC/RR;RR;DELEMAPH;1;1;26/03/2018;243
08/06/2017;DPF/JZO/BA;BA;DELEMAPH;1;1;27/03/2018;292
03/07/2014;SR/PF/AL;AL;DELEMAPH;4;4;28/03/2018;1364
26/03/2015;DPF/NRI/RJ;RJ;DELEMAPH;1;1;28/03/2018;1098
11/02/2016;SR/PF/PE;PE;DELEMAPH;2;2;28/03/2018;776
13/06/2016;DPF/URA/MG;MG;DELEMAPH;1;1;28/03/2018;653
26/12/2016;DPF/CRA/MS;MS;DELEMAPH;1;1;28/03/2018;457
01/09/2017;SR/PF/SE;SE;DELEMAPH;1;3;28/03/2018;208
27/02/2018;SR/PF/MG;MG;DELEMAPH;6;6;28/03/2018;29
27/07/2015;SR/PF/MG;MG;DELEMAPH;1;1;29/03/2018;976
14/06/2016;SR/DPF/RS;RS;DELEMAPH;2;2;29/03/2018;653
26/07/2017;DPF/RPO/SP;SP;DELEMAPH;1;1;29/03/2018;246
11/12/2015;SR/PF/MS;MS;DELEMAPH;1;1;27/03/2018;837
19/12/2017;DEAIN/SR/SP;SP;OUTRAS;2;2;02/01/2018;14
08/01/2018;DPF/EPA/AC;AC;OUTRAS;1;1;17/01/2018;9
08/07/2017;DEAIN/SR/SP;SP;OUTRAS;1;1;23/01/2018;199
03/03/2017;SR/DPF/RS;RS;OUTRAS;2;2;07/02/2018;341
14/04/2016;SR/DPF/RS;RS;OUTRAS;1;1;08/03/2018;693
15/03/2018;DPF/CAS/SP;SP;OUTRAS;1;1;21/03/2018;6
14/03/2018;SR/DPF/RR;RR;OUTRAS;1;1;27/03/2018;13
30/05/2017;SR/PF/MS;MS;OUTRAS;1;1;02/02/2018;248
03/03/2017;DPF/EPA/AC;AC;DELEPAT;10;10;02/01/2018;305
29/07/2016;DPF/CGE/PB;PB;DELEPAT;1;1;03/01/2018;523
17/11/2017;SR/PF/PA;PA;DELEPAT;5;2;03/01/2018;47
13/05/2016;DPF/LDA/PR;PR;DELEPAT;2;2;05/01/2018;602
12/10/2017;SR/PF/RO;RO;DELEPAT;1;1;05/01/2018;85
29/12/2017;DPF/FIG/PR;PR;DELEPAT;3;3;05/01/2018;7
30/06/2016;SR/DPF/RJ;RJ;DELEPAT;1;1;08/01/2018;557
09/05/2017;DPF/JFA/MG;MG;DELEPAT;1;1;08/01/2018;244
17/11/2017;SR/PF/MA;MA;DELEPAT;2;2;08/01/2018;52
23/11/2017;DPF/LDA/PR;PR;DELEPAT;2;2;08/01/2018;46
29/12/2017;SR/PF/SP;SP;DELEPAT;1;1;08/01/2018;10
06/01/2018;SR/DPF/RJ;RJ;DELEPAT;1;1;09/01/2018;3
23/06/2017;SR/PF/TO;TO;DELEPAT;1;1;10/01/2018;201
23/06/2017;SR/PF/TO;TO;DELEPAT;1;1;10/01/2018;201
06/01/2018;DPF/CRA/MS;MS;DELEPAT;1;1;10/01/2018;4
19/05/2015;DPF/AQA/SP;SP;DELEPAT;2;2;11/01/2018;968
17/12/2015;DPF/PNG/PR;PR;DELEPAT;2;1;11/01/2018;756
22/06/2016;DPF/JFA/MG;MG;DELEPAT;1;1;11/01/2018;568
29/12/2017;SR/PF/RN;RN;DELEPAT;1;1;11/01/2018;13
29/12/2017;SR/PF/RN;RN;DELEPAT;1;1;11/01/2018;13
29/12/2017;SR/PF/SP;SP;DELEPAT;1;1;11/01/2018;13
31/12/2017;DPF/NRI/RJ;RJ;DELEPAT;1;1;11/01/2018;11
11/01/2018;DPF/UDI/MG;MG;DELEPAT;1;1;11/01/2018;0
30/06/2017;DPF/VDC/BA;BA;DELEPAT;3;3;12/01/2018;196
16/11/2017;DPF/FIG/PR;PR;DELEPAT;3;3;12/01/2018;57
09/01/2018;SR/PF/SE;SE;DELEPAT;1;1;12/01/2018;3
31/03/2016;SR/PF/SP;SP;DELEPAT;1;1;15/01/2018;655
18/01/2017;SR/DPF/ES;ES;DELEPAT;2;2;15/01/2018;362
05/04/2017;SR/PF/MG;MG;DELEPAT;1;1;15/01/2018;285
01/01/2018;DPF/VAG/MG;MG;DELEPAT;1;1;15/01/2018;14
04/01/2018;SR/PF/MG;MG;DELEPAT;1;1;15/01/2018;11
05/01/2018;SR/PF/PE;PE;DELEPAT;1;1;15/01/2018;10
16/09/2015;DPF/SGO/PE;PE;DELEPAT;1;1;16/01/2018;853
26/09/2016;DPF/PHB/PI;PI;DELEPAT;1;1;16/01/2018;477
24/10/2016;SR/PF/TO;TO;DELEPAT;2;2;16/01/2018;449
21/03/2017;SR/DPF/ES;ES;DELEPAT;1;2;16/01/2018;301
04/08/2016;DPF/UDI/MG;MG;DELEPAT;4;3;17/01/2018;531
03/03/2017;SR/PF/GO;GO;DELEPAT;1;1;18/01/2018;321
22/03/2017;SR/PF/MA;MA;DELEPAT;4;4;18/01/2018;302
06/11/2017;DPF/VDC/BA;BA;DELEPAT;1;1;18/01/2018;73
04/01/2018;SR/DPF/RJ;RJ;DELEPAT;2;2;18/01/2018;14
04/01/2018;SR/PF/TO;TO;DELEPAT;2;2;18/01/2018;14
26/10/2016;SR/PF/SP;SP;DELEPAT;1;1;19/01/2018;450
11/01/2018;SR/PF/MA;MA;DELEPAT;3;3;19/01/2018;8
12/01/2018;DPF/MII/SP;SP;DELEPAT;1;1;19/01/2018;7
15/01/2018;SR/PF/MG;MG;DELEPAT;1;1;19/01/2018;4
07/12/2016;DPF/CAS/SP;SP;DELEPAT;1;1;22/01/2018;411
04/01/2017;SR/DPF/ES;ES;DELEPAT;2;2;22/01/2018;383
16/10/2017;SR/DPF/RJ;RJ;DELEPAT;3;3;22/01/2018;98
09/01/2018;SR/PF/SP;SP;DELEPAT;8;8;22/01/2018;13
16/01/2018;SR/DPF/ES;ES;DELEPAT;3;3;22/01/2018;6
13/03/2015;DPF/SGO/PE;PE;DELEPAT;2;2;23/01/2018;1047
26/02/2016;DPF/VDC/BA;BA;DELEPAT;2;2;23/01/2018;697
19/09/2016;DPF/URA/MG;MG;DELEPAT;1;1;23/01/2018;491
22/12/2017;SR/DPF/ES;ES;DELEPAT;1;1;23/01/2018;32
22/12/2017;SR/DPF/ES;ES;DELEPAT;1;1;23/01/2018;32
09/01/2018;SR/DPF/ES;ES;DELEPAT;4;4;23/01/2018;14
12/01/2018;SR/DPF/RJ;RJ;DELEPAT;1;1;23/01/2018;11
14/07/2017;DPF/PDE/SP;SP;DELEPAT;2;2;24/01/2018;194
15/01/2018;DPF/CAS/SP;SP;DELEPAT;1;1;24/01/2018;9
15/01/2018;SR/PF/SP;SP;DELEPAT;1;1;24/01/2018;9
13/04/2016;DPF/PHB/PI;PI;DELEPAT;2;2;25/01/2018;652
08/08/2016;DPF/MGA/PR;PR;DELEPAT;16;6;25/01/2018;535
23/11/2017;DPF/CXS/RS;RS;DELEPAT;1;1;26/01/2018;64
23/01/2018;SR/PF/MA;MA;DELEPAT;1;2;26/01/2018;3
30/12/2017;SR/PF/AM;AM;DELEPAT;2;2;29/01/2018;30
16/01/2018;SR/PF/MG;MG;DELEPAT;3;3;29/01/2018;13
16/01/2018;SR/PF/SP;SP;DELEPAT;1;1;29/01/2018;13
23/01/2018;SR/DPF/RJ;RJ;DELEPAT;1;1;29/01/2018;6
24/01/2018;SR/PF/SP;SP;DELEPAT;2;2;29/01/2018;5
09/09/2016;SR/PF/MG;MG;DELEPAT;1;1;30/01/2018;508
30/04/2015;DPF/SOD/SP;SP;DELEPAT;1;1;01/02/2018;1008
10/01/2018;SR/PF/RO;RO;DELEPAT;2;2;01/02/2018;22
24/01/2018;DPF/JGO/RS;RS;DELEPAT;1;1;01/02/2018;8
17/02/2017;SR/PF/SE;SE;DELEPAT;1;1;02/02/2018;350
28/09/2017;SR/DPF/RS;RS;DELEPAT;1;1;03/02/2018;128
09/12/2017;DPF/PFO/RS;RS;DELEPAT;3;3;03/02/2018;56
25/01/2017;SR/DPF/ES;ES;DELEPAT;1;1;05/02/2018;376
06/12/2017;SR/DPF/ES;ES;DELEPAT;1;1;05/02/2018;61
03/05/2016;SR/PF/CE;CE;DELEPAT;2;2;06/02/2018;644
24/06/2016;SR/PF/PR;PR;DELEPAT;1;1;06/02/2018;592
27/01/2018;SR/PF/PE;PE;DELEPAT;2;2;06/02/2018;10
11/07/2017;SR/PF/MG;MG;DELEPAT;1;1;07/02/2018;211
30/11/2017;SR/PF/AP;AP;DELEPAT;1;1;07/02/2018;69
24/01/2018;SR/DPF/RS;RS;DELEPAT;2;2;07/02/2018;14
25/01/2018;DPF/CGE/PB;PB;DELEPAT;1;1;07/02/2018;13
29/01/2018;DPF/CGE/PB;PB;DELEPAT;1;1;07/02/2018;9
31/03/2011;SR/PF/MG;MG;DELEPAT;4;4;08/02/2018;2506
30/04/2015;SR/PF/CE;CE;DELEPAT;1;1;08/02/2018;1015
12/01/2016;SR/PF/CE;CE;DELEPAT;1;1;08/02/2018;758
11/01/2017;SR/PF/PB;PB;DELEPAT;1;1;08/02/2018;393
07/01/2018;DPF/DCQ/SC;SC;DELEPAT;1;1;08/02/2018;32
25/01/2018;SR/DPF/ES;ES;DELEPAT;3;3;08/02/2018;14
27/07/2012;SR/PF/CE;CE;DELEPAT;2;2;09/02/2018;2023
11/11/2016;SR/PF/SP;SP;DELEPAT;1;1;09/02/2018;455
03/04/2017;SR/PF/PA;PA;DELEPAT;6;4;09/02/2018;312
05/09/2017;DPF/RGE/RS;RS;DELEPAT;2;2;09/02/2018;157
31/12/2017;SR/PF/RN;RN;DELEPAT;2;2;09/02/2018;40
31/01/2018;SR/PF/RN;RN;DELEPAT;1;1;09/02/2018;9
09/02/2018;SR/PF/MG;MG;DELEPAT;3;3;09/02/2018;0
07/02/2018;SR/PF/MT;MT;DELEPAT;4;4;13/02/2018;6
09/06/2017;DPF/CIT/ES;ES;DELEPAT;1;1;14/02/2018;250
26/10/2015;SR/DPF/SC;SC;DELEPAT;13;13;15/02/2018;843
11/09/2017;DPF/PGZ/PR;PR;DELEPAT;1;1;15/02/2018;157
13/09/2017;DPF/PGZ/PR;PR;DELEPAT;1;1;15/02/2018;155
05/02/2018;SR/PF/CE;CE;DELEPAT;1;1;15/02/2018;10
28/10/2015;DPF/MOS/RN;RN;DELEPAT;1;1;16/02/2018;842
05/02/2018;DPF/AQA/SP;SP;DELEPAT;1;1;16/02/2018;11
05/01/2017;DPF/GRA/PR;PR;DELEPAT;1;2;19/02/2018;410
08/09/2017;DPF/SAG/RS;RS;DELEPAT;2;2;19/02/2018;164
19/01/2018;DPF/ITZ/MA;MA;DELEPAT;2;2;19/02/2018;31
01/12/2016;DPF/SAG/RS;RS;DELEPAT;1;1;20/02/2018;446
30/01/2018;SR/DPF/RJ;RJ;DELEPAT;1;1;20/02/2018;21
10/02/2018;SR/DPF/DF;DF;DELEPAT;3;4;20/02/2018;10
08/09/2014;SR/PF/SP;SP;DELEPAT;4;4;21/02/2018;1262
19/06/2015;SR/PF/PI;PI;DELEPAT;2;3;21/02/2018;978
12/04/2017;SR/PF/MG;MG;DELEPAT;1;1;21/02/2018;315
05/05/2017;SR/PF/GO;GO;DELEPAT;1;1;21/02/2018;292
07/07/2017;SR/PF/GO;GO;DELEPAT;1;1;21/02/2018;229
06/10/2017;SR/PF/PR;PR;DELEPAT;1;1;21/02/2018;138
14/11/2017;SR/PF/AP;AP;DELEPAT;1;1;21/02/2018;99
27/01/2012;DPF/CAC/PR;PR;DELEPAT;3;3;22/02/2018;2218
06/06/2016;DPF/JFA/MG;MG;DELEPAT;1;1;22/02/2018;626
08/03/2017;DPF/FIG/PR;PR;DELEPAT;1;1;22/02/2018;351
21/11/2014;SR/PF/SP;SP;DELEPAT;1;1;23/02/2018;1190
09/02/2018;SR/PF/PR;PR;DELEPAT;2;2;23/02/2018;14
11/02/2018;SR/PF/CE;CE;DELEPAT;1;1;23/02/2018;12
17/06/2016;SR/PF/AL;AL;DELEPAT;2;2;26/02/2018;619
31/01/2018;DPF/GRA/PR;PR;DELEPAT;1;1;26/02/2018;26
14/02/2018;DPF/CAS/SP;SP;DELEPAT;3;3;26/02/2018;12
21/02/2018;DPF/VAG/MG;MG;DELEPAT;2;2;26/02/2018;5
11/05/2016;SR/PF/AL;AL;DELEPAT;2;2;27/02/2018;657
20/12/2015;DPF/PNG/PR;PR;DELEPAT;1;1;28/02/2018;801
29/01/2018;DPF/SIC/MT;MT;DELEPAT;1;1;28/02/2018;30
12/06/2015;DPF/ILS/BA;BA;DELEPAT;1;1;01/03/2018;993
19/02/2018;DPF/DVS/MG;MG;DELEPAT;1;1;01/03/2018;10
06/04/2016;SR/PF/SP;SP;DELEPAT;1;1;02/03/2018;695
04/08/2016;SR/PF/PI;PI;DELEPAT;1;1;02/03/2018;575
10/10/2016;SR/PF/SP;SP;DELEPAT;1;1;02/03/2018;508
27/02/2018;SR/PF/BA;BA;DELEPAT;1;1;03/03/2018;4
09/08/2017;DPF/JZO/BA;BA;DELEPAT;1;1;05/03/2018;208
14/01/2018;DPF/FIG/PR;PR;DELEPAT;2;2;05/03/2018;50
28/02/2018;SR/PF/CE;CE;DELEPAT;1;1;05/03/2018;5
03/09/2015;SR/DPF/ES;ES;DELEPAT;2;2;06/03/2018;915
21/06/2016;DPF/JPN/RO;RO;DELEPAT;1;1;06/03/2018;623
04/10/2017;SR/PF/BA;BA;DELEPAT;11;10;06/03/2018;153
01/08/2017;SR/DPF/RJ;RJ;DELEPAT;1;1;07/03/2018;218
19/12/2017;DPF/UGA/RS;RS;DELEPAT;1;1;07/03/2018;78
21/02/2018;DPF/RPO/SP;SP;DELEPAT;2;2;07/03/2018;14
01/03/2018;SR/PF/SP;SP;DELEPAT;1;1;07/03/2018;6
