instauracao;sr;uf;competencia;Indiciamentos;Indiciados;relatorio;duracao
26/08/2014;DPF/JFA/MG;MG;DELEFAZ;2;2;29/03/2018;1311
12/01/2016;DPF/MGA/PR;PR;DELEFAZ;1;1;29/03/2018;807
18/01/2016;DPF/SCS/RS;RS;DELEFAZ;2;2;29/03/2018;801
02/08/2016;DPF/SJE/SP;SP;DELEFAZ;1;1;29/03/2018;604
09/08/2016;DPF/SJE/SP;SP;DELEFAZ;1;1;29/03/2018;597
13/12/2016;DPF/RPO/SP;SP;DELEFAZ;1;1;29/03/2018;471
10/04/2017;SR/DPF/ES;ES;DELEFAZ;1;1;29/03/2018;353
02/08/2017;DPF/RPO/SP;SP;DELEFAZ;1;1;29/03/2018;239
16/08/2017;DPF/VAG/MG;MG;DELEFAZ;2;2;29/03/2018;225
16/10/2017;DPF/RPO/SP;SP;DELEFAZ;1;1;29/03/2018;164
21/10/2017;SR/PF/MG;MG;DELEFAZ;1;1;29/03/2018;159
24/10/2017;SR/PF/MG;MG;DELEFAZ;1;1;29/03/2018;156
10/11/2017;SR/PF/SP;SP;DELEFAZ;1;1;29/03/2018;139
06/02/2018;DPF/VDC/BA;BA;DELEFAZ;1;1;29/03/2018;51
01/03/2018;SR/DPF/RS;RS;DELEFAZ;3;4;29/03/2018;28
06/03/2018;DPF/CAS/SP;SP;DELEFAZ;5;5;29/03/2018;23
15/03/2018;DPF/XAP/SC;SC;DELEFAZ;1;1;29/03/2018;14
18/03/2018;DPF/CCM/SC;SC;DELEFAZ;1;1;29/03/2018;11
18/03/2018;DPF/XAP/SC;SC;DELEFAZ;2;2;29/03/2018;11
20/03/2018;DPF/XAP/SC;SC;DELEFAZ;1;1;29/03/2018;9
23/03/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;29/03/2018;6
04/12/2017;DPF/PGZ/PR;PR;DELEFAZ;1;1;30/03/2018;116
04/02/2015;DPF/SGO/PE;PE;DELEFAZ;2;2;25/01/2018;1086
02/01/2012;SR/PF/MS;MS;DELEFAZ;2;1;16/01/2018;2206
03/02/2015;SR/PF/MS;MS;DELEFAZ;2;2;16/01/2018;1078
16/11/2017;SR/PF/MS;MS;DELEFAZ;1;1;16/01/2018;61
11/05/2017;SR/PF/MS;MS;DELEFAZ;2;2;18/01/2018;252
17/05/2017;SR/PF/MS;MS;DELEFAZ;1;1;18/01/2018;246
28/02/2014;SR/PF/MS;MS;DELEFAZ;5;5;29/01/2018;1431
25/12/2017;SR/PF/MS;MS;DELEFAZ;1;1;30/01/2018;36
24/07/2016;SR/PF/MS;MS;DELEFAZ;1;1;02/02/2018;558
26/01/2018;SR/PF/MS;MS;DELEFAZ;1;1;02/02/2018;7
27/06/2016;SR/PF/MS;MS;DELEFAZ;4;4;14/02/2018;597
12/01/2018;SR/PF/MS;MS;DELEFAZ;3;3;14/02/2018;33
29/12/2017;SR/PF/MS;MS;DELEFAZ;1;1;15/02/2018;48
13/01/2018;SR/PF/MS;MS;DELEFAZ;1;1;15/02/2018;33
17/01/2018;SR/PF/MS;MS;DELEFAZ;1;1;15/02/2018;29
06/02/2018;SR/PF/MS;MS;DELEFAZ;1;1;16/02/2018;10
26/09/2017;SR/PF/MS;MS;DELEFAZ;2;2;19/02/2018;146
08/02/2018;SR/PF/MS;MS;DELEFAZ;1;1;20/02/2018;12
14/02/2018;SR/PF/MS;MS;DELEFAZ;1;1;28/02/2018;14
16/02/2018;SR/PF/MS;MS;DELEFAZ;1;1;28/02/2018;12
28/01/2018;SR/PF/MS;MS;DELEFAZ;1;1;05/03/2018;36
29/11/2017;SR/PF/MS;MS;DELEFAZ;3;3;08/03/2018;99
09/02/2018;SR/PF/MS;MS;DELEFAZ;1;1;09/03/2018;28
06/08/2016;SR/PF/MS;MS;DELEFAZ;1;1;12/03/2018;583
14/10/2017;SR/PF/MS;MS;DELEFAZ;1;1;12/03/2018;149
22/09/2017;SR/PF/MS;MS;DELEFAZ;1;1;20/03/2018;179
10/11/2017;SR/PF/MS;MS;DELEFAZ;2;1;20/03/2018;130
14/04/2016;SR/PF/MS;MS;DELEFAZ;1;1;26/03/2018;711
19/04/2016;SR/PF/MS;MS;DELEFAZ;1;1;26/03/2018;706
10/03/2016;SR/PF/MS;MS;DELEFAZ;1;1;28/03/2018;748
09/11/2017;SR/PF/MS;MS;DELEFAZ;3;3;28/03/2018;139
16/02/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;22/01/2018;340
09/06/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;22/01/2018;227
28/08/2017;DPF/ARU/SP;SP;DELEFAZ;2;2;22/01/2018;147
09/09/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;22/01/2018;135
06/06/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;23/01/2018;231
24/10/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;23/01/2018;91
20/10/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;24/01/2018;96
13/11/2015;DPF/ARU/SP;SP;DELEFAZ;1;1;26/01/2018;805
17/10/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;30/01/2018;105
06/02/2016;DPF/ARU/SP;SP;DELEFAZ;2;2;31/01/2018;725
06/01/2018;DPF/ARU/SP;SP;DELEFAZ;1;1;05/02/2018;30
11/10/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;06/02/2018;118
29/08/2017;DPF/ARU/SP;SP;DELEFAZ;2;2;16/02/2018;171
05/06/2014;DPF/ARU/SP;SP;DELEFAZ;1;1;19/02/2018;1355
19/09/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;21/02/2018;155
23/01/2018;DPF/ARU/SP;SP;DELEFAZ;1;1;22/02/2018;30
31/10/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;23/02/2018;115
31/05/2017;DPF/ARU/SP;SP;DELEFAZ;2;2;26/02/2018;271
31/10/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;08/03/2018;128
09/11/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;14/03/2018;125
16/08/2017;DPF/ARU/SP;SP;DELEFAZ;1;1;19/03/2018;215
13/07/2016;DPF/ARU/SP;SP;DELEFAZ;1;1;22/03/2018;617
09/09/2013;DPF/AGA/TO;TO;DELEFIN;1;1;02/01/2018;1576
19/02/2016;DPF/SJK/SP;SP;DELEFIN;1;1;03/01/2018;684
04/05/2015;SR/PF/CE;CE;DELEFIN;4;4;04/01/2018;976
15/06/2016;SR/PF/SP;SP;DELEFIN;7;7;04/01/2018;568
13/10/2015;DPF/BRG/MT;MT;DELEFIN;10;9;05/01/2018;815
30/11/2015;DPF/RPO/SP;SP;DELEFIN;1;1;10/01/2018;772
22/10/2012;SR/PF/PA;PA;DELEFIN;1;1;11/01/2018;1907
09/10/2014;SR/PF/SP;SP;DELEFIN;4;5;12/01/2018;1191
11/05/2017;DPF/ILS/BA;BA;DELEFIN;1;1;12/01/2018;246
29/01/2015;SR/PF/SP;SP;DELEFIN;1;1;14/01/2018;1081
18/06/2015;DPF/ROO/MT;MT;DELEFIN;1;1;15/01/2018;942
11/08/2014;DPF/SAG/RS;RS;DELEFIN;1;1;16/01/2018;1254
08/08/2011;SR/PF/PA;PA;DELEFIN;13;13;17/01/2018;2354
18/11/2014;SR/PF/CE;CE;DELEFIN;5;5;17/01/2018;1156
17/06/2015;DPF/AGA/TO;TO;DELEFIN;5;5;17/01/2018;945
09/07/2015;SR/PF/CE;CE;DELEFIN;2;2;17/01/2018;923
13/10/2017;DPF/PAT/PB;PB;DELEFIN;1;1;17/01/2018;96
05/01/2018;DPF/GMI/RO;RO;DELEFIN;1;1;17/01/2018;12
01/09/2014;SR/PF/SP;SP;DELEFIN;2;2;18/01/2018;1235
17/12/2013;SR/PF/CE;CE;DELEFIN;10;10;19/01/2018;1494
03/04/2015;DPF/CGE/PB;PB;DELEFIN;1;1;19/01/2018;1022
14/11/2013;SR/PF/TO;TO;DELEFIN;5;5;22/01/2018;1530
22/06/2015;DPF/BRG/MT;MT;DELEFIN;1;1;22/01/2018;945
03/10/2014;DPF/CAE/MT;MT;DELEFIN;1;1;23/01/2018;1208
18/09/2015;DPF/RPO/SP;SP;DELEFIN;4;4;23/01/2018;858
14/09/2016;DPF/UDI/MG;MG;DELEFIN;1;3;23/01/2018;496
01/02/2012;SR/PF/CE;CE;DELEFIN;1;1;24/01/2018;2184
25/08/2014;SR/PF/RN;RN;DELEFIN;3;3;24/01/2018;1248
22/12/2015;SR/PF/MG;MG;DELEFIN;3;3;26/01/2018;766
16/11/2016;SR/DPF/RS;RS;DELEFIN;3;3;26/01/2018;436
22/04/2015;SR/PF/RN;RN;DELEFIN;2;2;29/01/2018;1013
03/11/2017;SR/DPF/RS;RS;DELEFIN;1;1;29/01/2018;87
16/11/2016;SR/PF/MG;MG;DELEFIN;1;1;30/01/2018;440
18/09/2017;SR/PF/MA;MA;DELEFIN;1;1;30/01/2018;134
21/10/2014;DPF/IJI/SC;SC;DELEFIN;1;1;31/01/2018;1198
16/11/2015;SR/DPF/RS;RS;DELEFIN;1;1;31/01/2018;807
26/04/2016;SR/PF/MT;MT;DELEFIN;1;1;31/01/2018;645
07/08/2015;SR/PF/SP;SP;DELEFIN;2;2;01/02/2018;909
01/12/2015;SR/PF/SP;SP;DELEFIN;1;1;01/02/2018;793
14/05/2013;SR/PF/AL;AL;DELEFIN;1;1;02/02/2018;1725
17/05/2016;DPF/CAE/MT;MT;DELEFIN;1;1;02/02/2018;626
09/11/2015;SR/PF/SP;SP;DELEFIN;1;1;05/02/2018;819
07/08/2013;SR/PF/MG;MG;DELEFIN;2;2;06/02/2018;1644
20/11/2015;SR/PF/MG;MG;DELEFIN;1;1;06/02/2018;809
21/09/2017;SR/DPF/RS;RS;DELEFIN;1;1;06/02/2018;138
22/02/2013;DPF/PHB/PI;PI;DELEFIN;3;3;07/02/2018;1811
07/08/2013;SR/PF/MG;MG;DELEFIN;3;3;07/02/2018;1645
13/12/2017;DPF/LDA/PR;PR;DELEFIN;1;1;08/02/2018;57
14/03/2014;DPF/RPO/SP;SP;DELEFIN;1;1;09/02/2018;1428
04/02/2016;SR/PF/PA;PA;DELEFIN;2;2;12/02/2018;739
05/10/2016;SR/PF/SP;SP;DELEFIN;2;2;14/02/2018;497
09/09/2013;SR/PF/CE;CE;DELEFIN;3;3;15/02/2018;1620
13/07/2015;DPF/CIT/ES;ES;DELEFIN;3;3;15/02/2018;948
26/10/2016;DPF/RPO/SP;SP;DELEFIN;2;2;15/02/2018;477
12/05/2014;SR/PF/CE;CE;DELEFIN;3;3;16/02/2018;1376
28/09/2015;SR/PF/MG;MG;DELEFIN;1;1;16/02/2018;872
24/05/2016;SR/PF/MG;MG;DELEFIN;3;3;19/02/2018;636
19/09/2013;SR/PF/CE;CE;DELEFIN;7;7;21/02/2018;1616
26/04/2016;DPF/MII/SP;SP;DELEFIN;11;11;21/02/2018;666
13/09/2016;SR/PF/SP;SP;DELEFIN;1;1;21/02/2018;526
22/11/2011;SR/PF/CE;CE;DELEFIN;5;5;22/02/2018;2284
13/06/2011;SR/PF/CE;CE;DELEFIN;5;9;27/02/2018;2451
22/11/2016;DPF/XAP/SC;SC;DELEFIN;1;1;27/02/2018;462
13/02/2008;DPF/FIG/PR;PR;DELEFIN;7;7;28/02/2018;3668
21/03/2012;SR/PF/CE;CE;DELEFIN;3;3;28/02/2018;2170
16/01/2013;SR/PF/PR;PR;DELEFIN;1;1;28/02/2018;1869
07/08/2013;SR/PF/MG;MG;DELEFIN;6;5;28/02/2018;1666
29/11/2013;SR/PF/MA;MA;DELEFIN;9;11;28/02/2018;1552
29/12/2015;DPF/MII/SP;SP;DELEFIN;1;1;28/02/2018;792
28/04/2016;DPF/JPN/RO;RO;DELEFIN;4;4;05/03/2018;676
16/05/2013;SR/PF/CE;CE;DELEFIN;5;5;06/03/2018;1755
12/09/2014;DPF/PDE/SP;SP;DELEFIN;8;9;07/03/2018;1272
15/01/2015;SR/PF/CE;CE;DELEFIN;1;1;07/03/2018;1147
21/06/2013;SR/PF/CE;CE;DELEFIN;1;1;09/03/2018;1722
09/10/2014;SR/PF/MG;MG;DELEFIN;1;1;09/03/2018;1247
01/12/2014;SR/PF/MG;MG;DELEFIN;1;1;09/03/2018;1194
04/05/2016;SR/PF/RN;RN;DELEFIN;1;1;09/03/2018;674
07/08/2013;SR/PF/MG;MG;DELEFIN;1;1;12/03/2018;1678
20/11/2015;SR/PF/MG;MG;DELEFIN;1;1;12/03/2018;843
06/06/2017;DPF/RPO/SP;SP;DELEFIN;1;1;12/03/2018;279
30/12/2013;DPF/JFA/MG;MG;DELEFIN;1;1;13/03/2018;1534
16/03/2017;DPF/VDC/BA;BA;DELEFIN;3;3;13/03/2018;362
08/08/2011;SR/PF/CE;CE;DELEFIN;12;11;14/03/2018;2410
30/12/2013;SR/PF/MA;MA;DELEFIN;1;1;14/03/2018;1535
26/08/2016;DPF/PFO/RS;RS;DELEFIN;1;1;14/03/2018;565
11/02/2016;DPF/MII/SP;SP;DELEFIN;3;3;15/03/2018;763
27/12/2016;DPF/GRA/PR;PR;DELEFIN;2;2;15/03/2018;443
09/12/2015;DPF/XAP/SC;SC;DELEFIN;1;1;16/03/2018;828
29/08/2016;DPF/PFO/RS;RS;DELEFIN;2;2;16/03/2018;564
23/08/2013;SR/PF/AL;AL;DELEFIN;2;2;20/03/2018;1670
27/06/2016;DPF/BRG/MT;MT;DELEFIN;2;2;20/03/2018;631
25/10/2017;DPF/CGE/PB;PB;DELEFIN;1;1;20/03/2018;146
26/02/2018;DPF/CAE/MT;MT;DELEFIN;2;2;22/03/2018;24
02/09/2011;SR/PF/CE;CE;DELEFIN;13;13;23/03/2018;2394
25/11/2013;SR/PF/MA;MA;DELEFIN;1;1;23/03/2018;1579
08/12/2014;SR/DPF/RS;RS;DELEFIN;2;1;23/03/2018;1201
22/01/2016;DPF/DCQ/SC;SC;DELEFIN;1;1;23/03/2018;791
10/02/2015;SR/DPF/RS;RS;DELEFIN;3;3;27/03/2018;1141
28/10/2015;SR/PF/TO;TO;DELEFIN;1;1;27/03/2018;881
26/03/2018;DPF/TBA/AM;AM;DELEFIN;1;1;29/03/2018;3
29/05/2015;SR/PF/MS;MS;DELEFIN;2;2;01/03/2018;1007
19/06/2017;SR/PF/MS;MS;DELEFIN;1;1;12/03/2018;266
08/11/2016;SR/PF/MS;MS;DELEFIN;2;2;15/03/2018;492
24/01/2017;SR/PF/MS;MS;DELEFIN;1;1;19/03/2018;419
05/10/2015;DPF/DVS/MG;MG;DELEMAPH;1;1;02/01/2018;820
13/09/2017;DPF/CIT/ES;ES;DELEMAPH;1;1;02/01/2018;111
01/12/2017;DPF/OPE/AP;AP;DELEMAPH;1;1;02/01/2018;32
25/04/2017;SR/DPF/ES;ES;DELEMAPH;2;2;03/01/2018;253
11/08/2017;SR/DPF/ES;ES;DELEMAPH;3;3;03/01/2018;145
15/10/2015;DPF/DVS/MG;MG;DELEMAPH;1;1;04/01/2018;812
22/11/2016;DPF/DVS/MG;MG;DELEMAPH;1;1;04/01/2018;408
18/04/2016;DPF/URA/MG;MG;DELEMAPH;1;1;05/01/2018;627
04/10/2016;DPF/JNE/CE;CE;DELEMAPH;1;1;05/01/2018;458
26/09/2017;DPF/IJI/SC;SC;DELEMAPH;1;1;05/01/2018;101
24/10/2017;DPF/IJI/SC;SC;DELEMAPH;1;1;05/01/2018;73
23/12/2017;DPF/JPN/RO;RO;DELEMAPH;3;3;05/01/2018;13
20/03/2017;DPF/CZS/AC;AC;DELEMAPH;4;4;08/01/2018;294
05/07/2012;SR/PF/AL;AL;DELEMAPH;2;2;09/01/2018;2014
17/06/2015;SR/PF/AL;AL;DELEMAPH;2;2;09/01/2018;937
12/04/2016;SR/PF/PI;PI;DELEMAPH;2;2;09/01/2018;637
03/11/2016;DPF/DVS/MG;MG;DELEMAPH;1;1;09/01/2018;432
22/12/2017;DPF/JPN/RO;RO;DELEMAPH;4;4;09/01/2018;18
01/09/2015;DPF/GPB/PR;PR;DELEMAPH;5;4;12/01/2018;864
07/10/2016;DPF/AQA/SP;SP;DELEMAPH;1;1;12/01/2018;462
14/02/2017;DPF/AQA/SP;SP;DELEMAPH;1;1;12/01/2018;332
16/10/2017;SR/DPF/SC;SC;DELEMAPH;1;1;12/01/2018;88
02/01/2018;DPF/CZO/SP;SP;DELEMAPH;1;1;12/01/2018;10
05/12/2017;DPF/CZO/SP;SP;DELEMAPH;1;1;14/01/2018;40
05/12/2017;DPF/CZO/SP;SP;DELEMAPH;3;3;14/01/2018;40
26/07/2016;SR/PF/AC;AC;DELEMAPH;1;1;15/01/2018;538
30/09/2016;DPF/CGE/PB;PB;DELEMAPH;1;1;15/01/2018;472
30/03/2017;DPF/AQA/SP;SP;DELEMAPH;1;1;15/01/2018;291
25/09/2017;DPF/PGZ/PR;PR;DELEMAPH;1;1;15/01/2018;112
11/01/2018;DPF/JPN/RO;RO;DELEMAPH;2;2;15/01/2018;4
08/07/2015;DPF/OPE/AP;AP;DELEMAPH;1;1;16/01/2018;923
06/01/2016;SR/PF/GO;GO;DELEMAPH;1;1;16/01/2018;741
13/06/2016;SR/PF/PE;PE;DELEMAPH;1;1;16/01/2018;582
11/05/2017;DPF/VDC/BA;BA;DELEMAPH;1;1;16/01/2018;250
19/06/2017;DPF/GVS/MG;MG;DELEMAPH;1;1;16/01/2018;211
04/10/2017;DPF/CZO/SP;SP;DELEMAPH;1;1;16/01/2018;104
27/05/2013;SR/PF/PA;PA;DELEMAPH;2;2;17/01/2018;1696
17/11/2015;SR/PF/GO;GO;DELEMAPH;3;3;17/01/2018;792
23/11/2015;DPF/CGE/PB;PB;DELEMAPH;5;5;17/01/2018;786
29/12/2015;DPF/MOS/RN;RN;DELEMAPH;1;1;17/01/2018;750
06/01/2016;SR/PF/GO;GO;DELEMAPH;1;1;17/01/2018;742
06/04/2016;SR/PF/PE;PE;DELEMAPH;1;1;17/01/2018;651
15/07/2016;DPF/PTS/RS;RS;DELEMAPH;2;2;17/01/2018;551
09/03/2017;SR/PF/AC;AC;DELEMAPH;1;1;17/01/2018;314
05/04/2017;DPF/JFA/MG;MG;DELEMAPH;1;1;17/01/2018;287
30/05/2017;DPF/SNM/PA;PA;DELEMAPH;1;1;17/01/2018;232
11/04/2014;SR/PF/PA;PA;DELEMAPH;1;1;18/01/2018;1378
24/10/2016;DPF/SAG/RS;RS;DELEMAPH;1;1;18/01/2018;451
17/08/2017;DPF/CAE/MT;MT;DELEMAPH;1;1;18/01/2018;154
04/12/2017;DPF/CZS/AC;AC;DELEMAPH;1;1;18/01/2018;45
04/12/2017;DPF/CRA/MS;MS;DELEMAPH;1;1;18/01/2018;45
05/12/2017;DPF/CRA/MS;MS;DELEMAPH;2;2;18/01/2018;44
31/07/2015;DPF/DVS/MG;MG;DELEMAPH;1;1;19/01/2018;903
23/11/2015;SR/DPF/SC;SC;DELEMAPH;2;2;19/01/2018;788
05/05/2016;DPF/PNG/PR;PR;DELEMAPH;1;2;19/01/2018;624
24/05/2016;DPF/DVS/MG;MG;DELEMAPH;2;2;19/01/2018;605
28/07/2016;DPF/DVS/MG;MG;DELEMAPH;1;1;19/01/2018;540
31/10/2016;DPF/SAG/RS;RS;DELEMAPH;1;1;19/01/2018;445
10/02/2017;DPF/DVS/MG;MG;DELEMAPH;1;1;19/01/2018;343
10/02/2017;DPF/DVS/MG;MG;DELEMAPH;1;1;19/01/2018;343
29/03/2017;DPF/DVS/MG;MG;DELEMAPH;1;1;19/01/2018;296
14/05/2017;SR/PF/RO;RO;DELEMAPH;1;1;19/01/2018;250
26/06/2017;DPF/CAE/MT;MT;DELEMAPH;1;1;19/01/2018;207
08/08/2017;SR/DPF/ES;ES;DELEMAPH;2;1;19/01/2018;164
18/12/2017;SR/PF/SE;SE;DELEMAPH;1;1;19/01/2018;32
31/03/2017;DPF/CZS/AC;AC;DELEMAPH;1;1;20/01/2018;295
11/01/2017;DPF/GVS/MG;MG;DELEMAPH;2;2;22/01/2018;376
18/05/2017;DPF/PFO/RS;RS;DELEMAPH;1;1;22/01/2018;249
29/08/2017;DPF/BRU/SP;SP;DELEMAPH;1;1;22/01/2018;146
11/01/2018;DPF/CRA/MS;MS;DELEMAPH;1;1;22/01/2018;11
22/01/2018;DPF/BRG/MT;MT;DELEMAPH;1;1;22/01/2018;0
23/06/2015;SR/PF/AL;AL;DELEMAPH;2;2;23/01/2018;945
08/02/2017;DPF/IJI/SC;SC;DELEMAPH;1;1;23/01/2018;349
08/12/2017;SR/PF/RO;RO;DELEMAPH;1;1;23/01/2018;46
25/09/2007;SR/PF/PA;PA;DELEMAPH;4;4;24/01/2018;3774
06/07/2012;PF/MBA/PA;PA;DELEMAPH;2;2;24/01/2018;2028
11/01/2016;SR/PF/BA;BA;DELEMAPH;3;2;24/01/2018;744
04/05/2016;SR/PF/AC;AC;DELEMAPH;1;1;24/01/2018;630
24/07/2017;DPF/IJI/SC;SC;DELEMAPH;2;2;24/01/2018;184
31/10/2012;DPF/SIC/MT;MT;DELEMAPH;3;3;25/01/2018;1912
15/01/2014;SR/PF/RN;RN;DELEMAPH;2;2;25/01/2018;1471
02/05/2015;SR/PF/AC;AC;DELEMAPH;1;1;25/01/2018;999
18/09/2015;SR/PF/SE;SE;DELEMAPH;2;2;25/01/2018;860
06/06/2016;DPF/ARS/RJ;RJ;DELEMAPH;1;1;25/01/2018;598
01/11/2016;SR/PF/AL;AL;DELEMAPH;1;1;25/01/2018;450
02/11/2016;SR/PF/AC;AC;DELEMAPH;2;2;25/01/2018;449
30/12/2016;SR/PF/SE;SE;DELEMAPH;1;1;25/01/2018;391
08/03/2017;DPF/UDI/MG;MG;DELEMAPH;1;1;25/01/2018;323
30/06/2017;DPF/XAP/SC;SC;DELEMAPH;3;3;25/01/2018;209
13/09/2017;DPF/CIT/ES;ES;DELEMAPH;1;1;25/01/2018;134
12/01/2018;DPF/CRA/MS;MS;DELEMAPH;2;2;25/01/2018;13
20/01/2018;SR/PF/RO;RO;DELEMAPH;1;1;25/01/2018;5
20/07/2015;DPF/DVS/MG;MG;DELEMAPH;1;1;26/01/2018;921
09/09/2015;DPF/SOD/SP;SP;DELEMAPH;1;1;26/01/2018;870
09/02/2017;DPF/GOY/RJ;RJ;DELEMAPH;2;2;26/01/2018;351
05/07/2017;DPF/DRS/MS;MS;DELEMAPH;1;1;26/01/2018;205
11/07/2017;DPF/RPO/SP;SP;DELEMAPH;1;1;26/01/2018;199
04/08/2017;SR/PF/SE;SE;DELEMAPH;1;1;26/01/2018;175
21/08/2017;SR/PF/PA;PA;DELEMAPH;1;1;26/01/2018;158
02/12/2013;DPF/VAG/MG;MG;DELEMAPH;1;1;29/01/2018;1519
26/03/2014;SR/PF/AL;AL;DELEMAPH;4;5;29/01/2018;1405
01/06/2016;DPF/ARS/RJ;RJ;DELEMAPH;2;2;29/01/2018;607
22/09/2016;SR/PF/BA;BA;DELEMAPH;2;2;29/01/2018;494
17/01/2017;DPF/VAG/MG;MG;DELEMAPH;1;1;29/01/2018;377
13/11/2017;DPF/CZO/SP;SP;DELEMAPH;1;1;29/01/2018;77
13/11/2017;DPF/CZO/SP;SP;DELEMAPH;1;1;29/01/2018;77
18/01/2018;SR/DPF/SC;SC;DELEMAPH;2;2;29/01/2018;11
07/07/2016;DPF/DVS/MG;MG;DELEMAPH;1;1;30/01/2018;572
27/04/2017;SR/PF/SP;SP;DELEMAPH;1;1;30/01/2018;278
08/04/2014;SR/PF/PA;PA;DELEMAPH;1;1;31/01/2018;1394
12/09/2014;SR/PF/PA;PA;DELEMAPH;1;1;31/01/2018;1237
30/12/2015;SR/PF/RN;RN;DELEMAPH;1;1;31/01/2018;763
28/01/2016;SR/DPF/DF;DF;DELEMAPH;1;1;31/01/2018;734
01/09/2016;SR/DPF/RR;RR;DELEMAPH;3;3;31/01/2018;517
18/10/2016;SR/PF/PI;PI;DELEMAPH;2;2;31/01/2018;470
12/01/2017;DPF/VAG/MG;MG;DELEMAPH;1;1;31/01/2018;384
10/03/2017;SR/PF/PI;PI;DELEMAPH;2;2;31/01/2018;327
20/07/2017;DPF/RPO/SP;SP;DELEMAPH;1;1;31/01/2018;195
25/11/2017;DPF/JGO/RS;RS;DELEMAPH;1;1;31/01/2018;67
10/01/2018;DPF/SJE/SP;SP;DELEMAPH;2;2;31/01/2018;21
16/01/2018;SR/PF/PR;PR;DELEMAPH;2;2;31/01/2018;15
19/01/2018;DPF/SJE/SP;SP;DELEMAPH;1;1;31/01/2018;12
21/05/2015;SR/PF/PA;PA;DELEMAPH;1;1;01/02/2018;987
10/06/2016;SR/PF/SE;SE;DELEMAPH;14;15;01/02/2018;601
07/07/2016;SR/PF/BA;BA;DELEMAPH;1;2;01/02/2018;574
25/05/2017;DPF/AQA/SP;SP;DELEMAPH;1;1;01/02/2018;252
24/07/2017;SR/PF/BA;BA;DELEMAPH;2;2;01/02/2018;192
06/09/2017;SR/PF/RO;RO;DELEMAPH;1;1;01/02/2018;148
06/09/2017;SR/PF/SE;SE;DELEMAPH;2;2;01/02/2018;148
04/12/2015;DPF/JZO/BA;BA;DELEMAPH;2;2;02/02/2018;791
28/06/2016;SR/PF/AC;AC;DELEMAPH;10;10;02/02/2018;584
30/09/2016;DPF/SCS/RS;RS;DELEMAPH;1;1;02/02/2018;490
03/01/2018;DPF/CAS/SP;SP;DELEMAPH;4;4;02/02/2018;30
15/09/2017;DPF/FIG/PR;PR;DELEMAPH;1;1;03/02/2018;141
04/09/2015;DPF/FIG/PR;PR;DELEMAPH;2;2;04/02/2018;884
26/11/2013;SR/PF/AL;AL;DELEMAPH;1;1;05/02/2018;1532
26/02/2015;SR/PF/RN;RN;DELEMAPH;1;1;05/02/2018;1075
06/08/2015;SR/PF/PI;PI;DELEMAPH;1;1;05/02/2018;914
28/07/2016;DPF/DVS/MG;MG;DELEMAPH;1;1;05/02/2018;557
04/05/2017;DPF/SMA/RS;RS;DELEMAPH;3;3;05/02/2018;277
13/08/2017;SR/PF/MA;MA;DELEMAPH;1;1;05/02/2018;176
07/12/2017;DPF/VLA/RO;RO;DELEMAPH;2;2;05/02/2018;60
11/01/2018;DPF/SSB/SP;SP;DELEMAPH;1;1;05/02/2018;25
02/02/2018;SR/PF/SE;SE;DELEMAPH;1;1;05/02/2018;3
09/09/2015;DPF/JVE/SC;SC;DELEMAPH;1;1;06/02/2018;881
24/05/2016;DPF/DVS/MG;MG;DELEMAPH;1;1;06/02/2018;623
13/06/2016;SR/PF/PE;PE;DELEMAPH;3;3;06/02/2018;603
19/08/2016;DPF/LIV/RS;RS;DELEMAPH;5;4;06/02/2018;536
25/11/2016;DPF/DVS/MG;MG;DELEMAPH;1;1;06/02/2018;438
27/12/2017;DPF/CCM/SC;SC;DELEMAPH;3;3;06/02/2018;41
06/01/2018;DPF/RGE/RS;RS;DELEMAPH;1;1;06/02/2018;31
06/03/2014;SR/PF/PA;PA;DELEMAPH;2;2;07/02/2018;1434
15/08/2016;DPF/IJI/SC;SC;DELEMAPH;1;1;07/02/2018;541
16/12/2016;DPF/RPO/SP;SP;DELEMAPH;2;2;07/02/2018;418
24/05/2017;DPF/PFO/RS;RS;DELEMAPH;2;2;07/02/2018;259
28/09/2017;DPF/RPO/SP;SP;DELEMAPH;1;1;07/02/2018;132
05/10/2017;DPF/VLA/RO;RO;DELEMAPH;1;1;07/02/2018;125
29/04/2016;DPF/DRS/MS;MS;DELEMAPH;1;1;08/02/2018;650
20/10/2016;SR/PF/PI;PI;DELEMAPH;3;1;08/02/2018;476
05/03/2017;SR/PF/SP;SP;DELEMAPH;1;1;08/02/2018;340
07/04/2017;DPF/DVS/MG;MG;DELEMAPH;2;2;08/02/2018;307
